Ssn,TestTrial,Cond,Order,Study2Trial,Cue,Target,Resp,Corr,RT,BlockNum,RespType,nCorr,NoRec,Incorr,SimpleResp,Expt
93,14,1,2,7,148,formula,no,2,5.437,2,8,0,1,0,8,2
93,15,1,1,6,31,window,no,2,8,2,8,0,1,0,8,2
93,16,2,2,12,69,civil,no,2,4.812,2,8,0,1,0,8,2
94,1,2,2,16,127,league,no,2,7.531,2,8,0,1,0,8,2
94,2,2,1,13,53,middle,no,2,17.906,2,8,0,1,0,8,2
94,3,1,2,7,123,income,no,2,6.125,2,8,0,1,0,8,2
94,4,1,2,2,7,ways,no,2,2.703,2,8,0,1,0,8,2
94,5,1,2,1,118,exercise,no,2,3,2,8,0,1,0,8,2
94,6,1,1,6,105,cell,no,2,1.657,2,8,0,1,0,8,2
94,7,1,1,5,38,acting,no,2,2.578,2,8,0,1,0,8,2
94,8,2,1,14,37,spot,,0,5.797,2,8,0,1,0,8,2
94,9,2,2,10,158,fashion,fashion,1,9.25,2,1,1,0,0,1,2
94,10,1,1,8,136,join,no,2,4.515,2,8,0,1,0,8,2
94,11,2,1,12,35,telling,no,2,1.531,2,8,0,1,0,8,2
94,12,1,2,3,23,lord,no,2,1.437,2,8,0,1,0,8,2
94,13,2,1,9,141,reach,third,0,4.547,2,4,0,0,1,3,2
94,14,2,2,15,31,stone,no,2,1.437,2,8,0,1,0,8,2
94,15,1,1,4,121,third,no,2,0.938,2,8,0,1,0,8,2
94,16,2,2,11,19,pointed,no,2,0.89,2,8,0,1,0,8,2
95,1,1,1,2,82,learned,stable,0,11.375,2,7,0,0,1,3,2
95,2,1,2,1,165,sight,learned,0,6.5,2,4,0,0,1,3,2
95,3,2,2,4,208,again,no,2,4.734,2,8,0,1,0,8,2
95,4,1,2,3,116,formed,central,0,6.438,2,4,0,0,1,3,2
95,5,2,1,8,205,floor,no,2,4.25,2,8,0,1,0,8,2
95,6,2,2,11,206,economic,no,2,2.578,2,8,0,1,0,8,2
95,7,1,1,14,66,snow,snow,1,2.766,2,1,1,0,0,1,2
95,8,1,2,6,71,stay,no,2,5.015,2,8,0,1,0,8,2
95,9,2,1,5,207,apart,no,2,1.547,2,8,0,1,0,8,2
95,10,2,2,13,181,alive,no,2,1.953,2,8,0,1,0,8,2
95,11,1,1,15,164,problem,learned,0,4.969,2,4,0,0,1,3,2
95,12,2,1,16,152,ancient,no,2,2.359,2,8,0,1,0,8,2
95,13,2,2,10,98,camp,no,2,2.906,2,8,0,1,0,8,2
95,14,2,1,9,129,found,no,2,3.032,2,8,0,1,0,8,2
95,15,1,2,12,169,ought,learned,0,5.187,2,3,0,0,1,3,2
95,16,1,1,7,148,central,no,2,2.047,2,8,0,1,0,8,2
96,1,1,2,12,84,frank,butt,0,7.766,2,7,0,0,1,3,2
96,2,1,1,13,162,exchange,course,0,2.516,2,7,0,0,1,3,2
96,3,2,2,14,210,lake,tree,0,1.031,2,7,0,0,1,3,2
96,4,2,1,15,5,boat,cat,0,0.734,2,7,0,0,1,3,2
96,5,1,1,11,208,gone,clown,0,3.625,2,7,0,0,1,3,2
96,6,1,1,16,24,cross,industry,0,5.687,2,4,0,0,1,3,2
96,7,2,2,3,177,morning,your mother,0,3.61,2,7,0,0,1,3,2
96,8,1,1,1,82,hearing,he likes to bood,0,6.734,2,7,0,0,1,3,2
96,9,1,2,4,207,industry,i meant boof,0,4.312,2,7,0,0,1,3,2
96,10,2,2,2,20,growth,wingdings,0,7.641,2,7,0,0,1,3,2
96,11,1,2,5,15,broke,megatroy skittle,0,13.265,2,7,0,0,1,3,2
96,12,2,1,6,164,line,asain,0,3.578,2,7,0,0,1,3,2
96,13,2,1,7,168,lose,asain,0,2.235,2,7,0,0,1,3,2
96,14,2,1,8,155,motion,african,0,3.984,2,7,0,0,1,3,2
96,15,1,2,9,28,doing,white,0,2.469,2,7,0,0,1,3,2
96,16,2,2,10,136,moved,white,0,1.109,2,7,0,0,1,3,2
97,1,1,2,8,97,solution,solution,1,6.953,2,1,1,0,0,1,2
97,2,2,2,13,105,kitchen,kitchen,1,5.562,2,1,1,0,0,1,2
97,3,2,1,14,107,notice,no,2,5.937,2,8,0,1,0,8,2
97,4,2,2,15,90,called,no,2,4.235,2,8,0,1,0,8,2
97,5,1,1,1,94,slowly,no,2,2.734,2,8,0,1,0,8,2
97,6,1,2,16,85,meet,no,2,6.531,2,8,0,1,0,8,2
97,7,1,1,5,91,king,king,1,4.594,2,1,1,0,0,1,2
97,8,2,1,10,41,break,no,2,2.656,2,8,0,1,0,8,2
97,9,2,2,9,108,calls,respect,0,5.844,2,4,0,0,1,3,2
97,10,2,2,4,18,dress,no,2,2.969,2,8,0,1,0,8,2
97,11,1,1,11,44,respect,no,2,1.781,2,8,0,1,0,8,2
97,12,1,2,3,52,became,no,2,6.609,2,8,0,1,0,8,2
97,13,2,1,6,99,homes,no,2,3,2,8,0,1,0,8,2
97,14,2,1,12,56,dozen,dozen,1,5.844,2,1,1,0,0,1,2
97,15,1,1,7,86,help,no,2,4.937,2,8,0,1,0,8,2
97,16,1,2,2,55,laws,no,2,1.266,2,8,0,1,0,8,2
98,1,2,1,13,110,fashion,socially,0,14.469,2,7,0,0,1,3,2
98,2,2,1,15,1,fully,index,0,3.328,2,4,0,0,1,3,2
98,3,1,2,2,45,achieve,lawyer,0,4.438,2,7,0,0,1,3,2
98,4,2,2,16,181,happened,money,0,5.188,2,6,0,0,1,3,2
98,5,1,1,1,199,showing,talking,0,6.281,2,7,0,0,1,3,2
98,6,2,2,4,42,planned,no,2,3.86,2,8,0,1,0,8,2
98,7,1,2,6,105,speaking,no',0,3.578,2,8,0,1,0,8,2
98,8,1,1,3,100,index,no,2,4.859,2,8,0,1,0,8,2
98,9,1,1,8,19,formula,no,2,8.719,2,8,0,1,0,8,2
98,10,2,1,11,127,ages,sick,0,4.031,2,7,0,0,1,3,2
98,11,2,2,12,174,homes,no,2,2.703,2,8,0,1,0,8,2
98,12,2,2,14,63,empty,no,2,2.344,2,8,0,1,0,8,2
98,13,2,1,5,188,look,pretty,0,5.375,2,7,0,0,1,3,2
98,14,1,1,7,203,camp,smart,0,4.11,2,7,0,0,1,3,2
98,15,1,2,9,9,liberal,,0,1.171,2,8,0,1,0,8,2
98,16,1,2,10,72,cold,no,2,2.25,2,8,0,1,0,8,2
99,1,1,1,7,164,forms,no,2,8.875,2,8,0,1,0,8,2
99,2,1,2,10,20,tell,,0,12.484,2,8,0,1,0,8,2
99,3,2,2,12,182,visit,no,2,4.656,2,8,0,1,0,8,2
99,4,2,2,6,174,using,chance,0,5.766,2,6,0,0,1,3,2
99,5,1,1,8,167,clay,no,2,6.265,2,8,0,1,0,8,2
99,6,1,2,13,95,establish,functional,0,9.578,2,7,0,0,1,3,2
99,7,2,1,9,178,plenty,no,2,2.391,2,8,0,1,0,8,2
99,8,2,2,11,180,start,start,1,4.64,2,1,1,0,0,1,2
99,9,2,1,14,74,morning,no,2,3.062,2,8,0,1,0,8,2
99,10,1,1,15,120,fundamental,no,2,2.016,2,8,0,1,0,8,2
99,11,2,1,16,181,vast,no,2,1.641,2,8,0,1,0,8,2
99,12,1,2,1,42,merely,no,2,2.828,2,8,0,1,0,8,2
99,13,1,2,4,153,aircraft,raise,0,2.969,2,4,0,0,1,3,2
99,14,1,1,3,163,raise,raise,1,2.641,2,1,1,0,0,1,2
99,15,2,2,2,117,upper,no,2,2.297,2,8,0,1,0,8,2
99,16,2,1,5,39,fellow,no,2,1.765,2,8,0,1,0,8,2
100,1,1,2,5,94,girl,no,2,12.578,2,8,0,1,0,8,2
100,2,1,2,6,192,final,girl,0,2.031,2,4,0,0,1,3,2
100,3,2,1,7,22,firm,no,2,3.359,2,8,0,1,0,8,2
100,4,1,2,12,193,coffee,no,2,4.109,2,8,0,1,0,8,2
100,5,2,2,13,31,gain,big,0,8.094,2,7,0,0,1,3,2
100,6,1,1,15,34,chosen,firm,0,2.953,2,5,0,0,1,3,2
100,7,2,2,14,114,proud,no,2,1.937,2,8,0,1,0,8,2
100,8,1,1,16,129,extra,no,2,6.297,2,8,0,1,0,8,2
100,9,1,1,3,195,forms,ni,0,4.078,2,8,0,1,0,8,2
100,10,2,1,4,169,returned,no,2,17.641,2,8,0,1,0,8,2
100,11,2,2,9,175,snow,no,2,4.156,2,8,0,1,0,8,2
100,12,1,2,1,191,column,no,2,3.219,2,8,0,1,0,8,2
100,13,2,1,10,179,song,no,2,2.438,2,8,0,1,0,8,2
100,14,2,1,8,156,respect,respect,1,10.813,2,1,1,0,0,1,2
100,15,2,2,11,2,dress,no,2,2.454,2,8,0,1,0,8,2
100,16,1,1,2,66,chance,coffee,0,2.36,2,3,0,0,1,3,2
101,1,1,2,2,179,thick,moment,0,14.344,2,4,0,0,1,3,2
101,2,2,1,11,186,door,motor,0,3.641,2,4,0,0,1,3,2
101,3,1,1,4,200,pushed,feeling,0,10.703,2,6,0,0,1,3,2
101,4,2,2,10,35,presence,course,0,7.328,2,7,0,0,1,3,2
101,5,2,2,5,191,achieve,achieve,1,5.89,2,1,1,0,0,1,2
101,6,2,2,7,48,latter,no,2,12.703,2,8,0,1,0,8,2
101,7,1,1,14,52,motion,no,2,2.14,2,8,0,1,0,8,2
101,8,1,2,13,123,burning,no,2,8.547,2,8,0,1,0,8,2
101,9,1,1,15,153,girl,free,0,4.453,2,3,0,0,1,3,2
101,10,2,2,8,161,cells,no\,0,17.219,2,8,0,1,0,8,2
101,11,1,2,16,169,free,motor,0,2.844,2,3,0,0,1,3,2
101,12,2,1,1,95,lower,lower,1,5,2,1,1,0,0,1,2
101,13,2,1,3,132,jobs,no,2,2.891,2,8,0,1,0,8,2
101,14,1,2,6,165,moment,no,2,7.609,2,8,0,1,0,8,2
101,15,1,1,9,175,motor,free,0,6.469,2,4,0,0,1,3,2
101,16,2,1,12,37,economy,no,2,7.625,2,8,0,1,0,8,2
102,1,1,1,2,32,telling,story,0,16.531,2,7,0,0,1,3,2
102,2,2,2,14,112,list,lists,0,5.312,2,2,1,0,0,1,2
102,3,2,1,6,44,strike,setting,0,10.172,2,5,0,0,1,3,2
102,4,2,2,1,25,said,marriage,0,11.797,2,4,0,0,1,3,2
102,5,2,2,15,147,slight,happy,0,18,2,7,0,0,1,3,2
102,6,2,1,16,149,detail,class,0,17.14,2,7,0,0,1,3,2
102,7,1,1,9,194,marriage,grade,0,17.578,2,7,0,0,1,3,2
102,8,1,1,3,200,plenty,children,0,17.406,2,7,0,0,1,3,2
102,9,2,1,4,111,situations,lists,0,4.718,2,7,0,0,1,3,2
102,10,1,2,7,195,bright,exam,0,8.657,2,7,0,0,1,3,2
102,11,1,2,8,145,minds,no,2,13.032,2,8,0,1,0,8,2
102,12,1,2,10,35,ancient,no.,0,7.578,2,8,0,1,0,8,2
102,13,1,2,5,202,roads,teaching,0,13.015,2,7,0,0,1,3,2
102,14,1,1,11,61,tests,school,0,13.703,2,7,0,0,1,3,2
102,15,2,2,13,83,straight,no,2,3.359,2,8,0,1,0,8,2
102,16,2,1,12,26,setting,no,2,2.734,2,8,0,1,0,8,2
103,1,2,2,16,119,becoming,no,2,12.469,2,8,0,1,0,8,2
103,2,1,2,2,16,clearly,clear,0,3.954,2,2,1,0,0,1,2
103,3,1,2,4,89,letter,motor,0,4.438,2,3,0,0,1,3,2
103,4,1,1,5,139,easily,no,2,9.813,2,8,0,1,0,8,2
103,5,2,1,11,135,snow,no,2,9.532,2,8,0,1,0,8,2
103,6,1,1,6,179,motor,no,2,4.562,2,8,0,1,0,8,2
103,7,1,2,12,142,strength,confused,0,10.64,2,7,0,0,1,3,2
103,8,1,1,1,96,payment,strength,0,5.094,2,3,0,0,1,3,2
103,9,2,2,13,49,signal,no,2,21.25,2,8,0,1,0,8,2
103,10,2,2,9,152,band,no,2,3.766,2,8,0,1,0,8,2
103,11,2,1,10,180,having,no,2,5.609,2,8,0,1,0,8,2
103,12,2,2,7,83,something,wanted,0,15.375,2,7,0,0,1,3,2
103,13,2,1,15,79,third,third,1,4.438,2,1,1,0,0,1,2
103,14,1,2,3,87,brought,brought,1,6.046,2,1,1,0,0,1,2
103,15,2,1,8,160,felt,no,2,12.391,2,8,0,1,0,8,2
103,16,1,1,14,165,asking,ask,0,3.797,2,2,1,0,0,1,2
104,1,1,2,5,165,poor,degree,0,12.547,2,3,0,0,1,3,2
104,2,2,1,4,48,affairs,affair,0,12.438,2,2,1,0,0,1,2
104,3,2,2,9,105,laws,happy,0,11.688,2,7,0,0,1,3,2
104,4,2,2,6,74,look,drop,0,13.188,2,4,0,0,1,3,2
104,5,1,1,12,162,fresh,degree,0,6.031,2,4,0,0,1,3,2
104,6,2,2,16,28,fear,eager,0,7.203,2,7,0,0,1,3,2
104,7,1,2,2,152,season,free,0,3.406,2,3,0,0,1,3,2
104,8,1,1,3,171,degree,degree,1,3.782,2,1,1,0,0,1,2
104,9,2,2,1,84,theory,asking,0,8.078,2,4,0,0,1,3,2
104,10,1,1,7,47,asking,cool,0,4.25,2,7,0,0,1,3,2
104,11,1,1,10,22,free,no,2,6.641,2,8,0,1,0,8,2
104,12,1,2,11,34,laid,no,2,3.703,2,8,0,1,0,8,2
104,13,1,2,13,196,drop,drop,1,4.734,2,1,1,0,0,1,2
104,14,2,1,14,99,leaving,no,2,4.187,2,8,0,1,0,8,2
104,15,2,1,15,98,ages,no,2,1.687,2,8,0,1,0,8,2
104,16,2,1,8,102,physical,no,2,10.61,2,8,0,1,0,8,2
105,1,1,2,16,32,visit,corner,0,7.344,2,7,0,0,1,3,2
105,2,2,1,10,98,effort,smile,0,11.484,2,7,0,0,1,3,2
105,3,2,2,11,120,exchange,gap,0,4.203,2,7,0,0,1,3,2
105,4,2,2,3,100,apply,apply,1,3.469,2,1,1,0,0,1,2
105,5,1,2,6,66,apart,no,2,4.906,2,8,0,1,0,8,2
105,6,1,2,1,103,unique,no,2,5.141,2,8,0,1,0,8,2
105,7,2,2,4,79,becomes,said,0,6.296,2,4,0,0,1,3,2
105,8,1,1,9,111,valley,no,2,19.359,2,8,0,1,0,8,2
105,9,2,1,5,118,agencies,safe,0,3.063,2,6,0,0,1,3,2
105,10,2,1,2,30,beach,no,2,21.047,2,8,0,1,0,8,2
105,11,1,1,8,99,turned,smart,0,7.75,2,7,0,0,1,3,2
105,12,1,2,13,73,truth,truth,1,4.407,2,1,1,0,0,1,2
105,13,1,1,7,51,said,no,2,3.36,2,8,0,1,0,8,2
105,14,1,1,12,21,clay,no,2,5,2,8,0,1,0,8,2
105,15,2,1,14,106,maintain,no,2,3.984,2,8,0,1,0,8,2
105,16,2,2,15,3,slowly,dependable,0,8.828,2,7,0,0,1,3,2
106,1,2,2,5,30,efforts,no,2,9.625,2,8,0,1,0,8,2
106,2,1,2,6,113,experience,experience,1,9.078,2,1,1,0,0,1,2
106,3,2,1,8,85,shot,shot,1,3.344,2,1,1,0,0,1,2
106,4,1,2,10,98,maybe,cases,0,5.219,2,3,0,0,1,3,2
106,5,1,1,7,6,offered,no,2,8.297,2,8,0,1,0,8,2
106,6,1,1,13,126,speech,speech,1,4.015,2,1,1,0,0,1,2
106,7,1,2,15,122,sets,speech,0,4.579,2,3,0,0,1,3,2
106,8,1,1,16,136,device,maybe,0,3.703,2,3,0,0,1,3,2
106,9,1,2,9,114,session,no,2,2.61,2,8,0,1,0,8,2
106,10,1,1,3,49,cases,no,2,3.5,2,8,0,1,0,8,2
106,11,2,1,2,89,calls,no,2,4.437,2,8,0,1,0,8,2
106,12,2,2,4,3,drive,no,2,9.297,2,8,0,1,0,8,2
106,13,2,1,14,104,question,question,1,6.516,2,1,1,0,0,1,2
106,14,2,1,1,79,ball,no,2,2.546,2,8,0,1,0,8,2
106,15,2,2,11,95,tell,no,2,14.25,2,8,0,1,0,8,2
106,16,2,2,12,88,sick,sick,1,6.812,2,1,1,0,0,1,2
107,1,1,1,12,85,reported,report,0,4.734,2,2,1,0,0,1,2
107,2,2,2,15,42,becomes,no,2,22.141,2,8,0,1,0,8,2
107,3,2,1,16,10,someone,no,2,7.031,2,8,0,1,0,8,2
107,4,2,2,2,40,establish,message,0,6.922,2,4,0,0,1,3,2
107,5,2,2,1,51,student,no,2,5.828,2,8,0,1,0,8,2
107,6,1,2,7,55,somewhat,report,0,18.172,2,7,0,0,1,3,2
107,7,1,2,3,92,attempt,no,2,8.062,2,8,0,1,0,8,2
107,8,2,2,13,23,effort,try,0,3.5,2,7,0,0,1,3,2
107,9,2,1,9,149,once,once,1,3.031,2,1,1,0,0,1,2
107,10,1,1,14,9,help,no,2,4.375,2,8,0,1,0,8,2
107,11,2,1,5,66,show,no,2,2.86,2,8,0,1,0,8,2
107,12,1,1,8,98,sample,no,2,9.797,2,8,0,1,0,8,2
107,13,2,1,4,68,being,being,1,6.578,2,1,1,0,0,1,2
107,14,1,2,10,95,message,message,1,7.281,2,1,1,0,0,1,2
107,15,1,2,11,70,train,sign,0,9.766,2,6,0,0,1,3,2
107,16,1,1,6,49,place,no,2,2.296,2,8,0,1,0,8,2
108,1,2,1,1,14,scene,little,0,6.5,2,4,0,0,1,3,2
108,2,2,1,6,204,types,no,2,7.921,2,8,0,1,0,8,2
108,3,1,2,5,195,piece,type,0,5.219,2,7,0,0,1,3,2
108,4,2,2,9,166,wind,no,2,4.829,2,8,0,1,0,8,2
108,5,1,1,10,75,build,piece,0,6.438,2,4,0,0,1,3,2
108,6,1,2,14,202,chain,no,2,4.797,2,8,0,1,0,8,2
108,7,2,2,15,46,drink,offerice,0,6.531,2,7,0,0,1,3,2
108,8,2,1,3,143,wild,no,2,5.422,2,8,0,1,0,8,2
108,9,1,1,7,57,little,no,2,6.968,2,8,0,1,0,8,2
108,10,2,1,8,38,objects,trsin,0,4.891,2,7,0,0,1,3,2
108,11,2,2,11,135,struggle,no,2,4.906,2,8,0,1,0,8,2
108,12,1,2,16,80,membership,no,2,2.312,2,8,0,1,0,8,2
108,13,2,2,2,62,officer,no,2,2.641,2,8,0,1,0,8,2
108,14,1,1,4,18,nation,little,0,2.953,2,4,0,0,1,3,2
108,15,1,1,13,63,lady,no,2,3.953,2,8,0,1,0,8,2
108,16,1,2,12,203,decision,no,2,1.875,2,8,0,1,0,8,2
109,1,1,2,10,33,hung,hung,1,7.203,2,1,1,0,0,1,2
109,2,1,1,13,39,stood,stood,1,3.969,2,1,1,0,0,1,2
109,3,2,1,12,45,interested,boys,0,6.172,2,5,0,0,1,3,2
109,4,2,1,14,72,raise,raise,1,8.531,2,1,1,0,0,1,2
109,5,2,2,15,50,firm,firm,1,3.984,2,1,1,0,0,1,2
109,6,1,2,1,18,struggle,checimal,0,9.25,2,7,0,0,1,3,2
109,7,1,2,2,200,notes,no,2,8.156,2,8,0,1,0,8,2
109,8,2,2,8,106,boys,boys,1,2.828,2,1,1,0,0,1,2
109,9,1,1,4,159,brown,brown,1,3.406,2,1,1,0,0,1,2
109,10,2,2,5,25,speech,speech,1,3.985,2,1,1,0,0,1,2
109,11,1,2,9,92,became,became,1,3.703,2,1,1,0,0,1,2
109,12,1,1,16,187,natural,hung,0,2.218,2,3,0,0,1,3,2
109,13,2,2,7,78,economy,brown,0,4.578,2,4,0,0,1,3,2
109,14,2,1,6,103,better,no,2,2.484,2,8,0,1,0,8,2
109,15,2,1,3,153,chemical,checimal,0,8.953,2,2,1,0,0,1,2
109,16,1,1,11,32,calls,no,2,3.469,2,8,0,1,0,8,2
