"","subject","stim1","stim2","freq","type","procedure","trial","rt","source","freq_prioritem1","freq_prioritem","freq_prioritem2","freq_prioritem3","freq_consec_value","freq_consec_lab","resp","rem","fam","new","acc","duration","onset","list"
"186",2,"pencil.pict",NA,NA,"new","test",66,1236,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2736,457427,"1"
"187",2,"apple.pict",NA,NA,"new","test",67,963,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2463,460163,"1"
"188",2,"pumpkins.pict",NA,NA,"new","test",68,1330,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2830,462626,"1"
"189",2,"flag4.pict",NA,"High","old","test",69,1130,"original","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2630,465456,"1"
"190",2,"cat.pict",NA,NA,"new","test",70,1221,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2721,468086,"1"
"191",2,"raspberry.pict",NA,"Low","old","test",71,1549,"original","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,3049,470807,"1"
"192",2,"refrigerator.pict",NA,NA,"new","test",72,1493,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2993,473856,"1"
"193",2,"salad.pict",NA,"High","old","test",73,1055,"original","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2555,476849,"1"
"194",2,"cannon.pict",NA,NA,"new","test",74,1670,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3170,479404,"1"
"195",2,"guitar.pict",NA,"High","old","test",75,1044,"original","High","High","High","High",2.5,"High3","REM",1,0,0,1,2544,482574,"1"
"196",2,"drum2.pict",NA,"Low","old","test",76,1383,"original","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2883,485118,"1"
"197",2,"sheep.pict",NA,NA,"new","test",77,1942,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3442,488001,"1"
"198",2,"muffin.pict",NA,NA,"new","test",78,2461,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3961,491443,"1"
"199",2,"violin.pict",NA,"Low","old","test",79,942,"original","High","High","High","High",2.5,"High3","REM",1,0,0,1,2442,495404,"1"
"200",2,"tomato.pict",NA,NA,"new","test",80,2217,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3717,497846,"1"
"201",2,"skates.pict",NA,NA,"new","test",81,2710,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4210,501563,"1"
"202",2,"stethoscope.pict",NA,NA,"new","test",82,1681,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3181,505773,"1"
"203",2,"pineapple.pict",NA,"Low","old","test",83,1650,"original","High","High","High","High",2.5,"High3","FAM",0,1,0,1,3150,508954,"1"
"204",2,"butterfly.pict",NA,"High","old","test",84,1155,"original","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2655,512104,"1"
"205",2,"cheese.pict",NA,"High","old","test",85,1001,"original","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2501,514759,"1"
"206",2,"grill.pict",NA,"High","old","test",86,1043,"original","High","High","High","High",3.5,"High4","REM",1,0,0,1,2543,517260,"1"
"207",2,"stereo.pict",NA,"High","old","test",87,1773,"original","Low","Low","Low","High",-1.5,"Low2","FAM",0,1,0,1,3273,519803,"1"
"208",2,"cup.pict",NA,NA,"new","test",88,1145,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2645,523076,"1"
"209",2,"iron.pict",NA,NA,"new","test",89,882,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2382,525721,"1"
"210",2,"spoon.pict",NA,NA,"new","test",90,1077,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2577,528103,"1"
"211",2,"gloves.pict",NA,"High","old","test",91,1190,"original","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2690,530680,"1"
"212",2,"basket.pict",NA,NA,"new","test",92,1305,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2805,533370,"1"
"213",2,"strawberry2.pict",NA,"Low","old","test",93,1229,"original","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2729,536175,"1"
"214",2,"calculator.pict",NA,"Low","old","test",94,2434,"original","High","High","High","High",3.5,"High4","FAM",0,1,0,1,3934,538904,"1"
"215",2,"bowl.pict",NA,"Low","old","test",95,1259,"original","High","High","Low",NA,0.5,"High1","NEW",0,0,1,0,2759,542838,"1"
"216",2,"shoes.pict",NA,"High","old","test",96,1040,"original","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2540,545597,"1"
"217",2,"grapes.pict",NA,NA,"new","test",97,2261,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3761,548137,"1"
"218",2,"flower.pict",NA,NA,"new","test",98,1173,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2673,551898,"1"
"219",2,"accordion.pict",NA,NA,"new","test",99,1307,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2807,554571,"1"
"220",2,"baby.pict",NA,NA,"new","test",100,2007,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3507,557378,"1"
"221",2,"lemon.pict",NA,NA,"new","test",101,1204,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2704,560885,"1"
"222",2,"lion.pict",NA,NA,"new","test",102,1635,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3135,563589,"1"
"223",2,"keyboard.pict",NA,NA,"new","test",103,1990,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3490,566724,"1"
"224",2,"pot2.pict",NA,"High","old","test",104,1221,"original","Low","Low",NA,NA,-0.5,"Low1","REM",1,0,0,1,2721,570214,"1"
"225",2,"orange.pict",NA,NA,"new","test",105,2993,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,4493,572935,"1"
"226",2,"printer.pict",NA,NA,"new","test",106,1249,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2749,577428,"1"
"227",2,"horse.pict",NA,"Low","old","test",107,1889,"original","Low","Low","Low","Low",-2.5,"Low3","FAM",0,1,0,1,3389,580177,"1"
"228",2,"avocado.pict",NA,NA,"new","test",108,2017,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3517,583566,"1"
"229",2,"boots.pict",NA,"Low","old","test",109,911,"original","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2411,587083,"1"
"230",2,"zebra.pict",NA,NA,"new","test",110,1968,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3468,589494,"1"
"231",2,"pepper.pict",NA,"High","old","test",111,1833,"original","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,3333,592962,"1"
"232",2,"watermelon.pict",NA,"Low","old","test",112,911,"original",NA,NA,NA,NA,NA,NA,"REM",1,0,0,1,2411,596295,"1"
"233",2,"camera.pict",NA,"Low","old","test",113,2089,"original","Low","Low","Low","Low",-2.5,"Low3","FAM",0,1,0,1,3589,598706,"1"
"234",2,"stove.pict",NA,"Low","old","test",114,2682,"original","High","High","High","High",2.5,"High3","FAM",0,1,0,1,4182,602295,"1"
"235",2,"squash.pict",NA,"High","old","test",115,653,"original","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2153,606477,"1"
"236",2,"chair2.pict",NA,NA,"new","test",116,1672,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3172,608630,"1"
"237",2,"corn.pict",NA,"High","old","test",117,1026,"original","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2526,611802,"1"
"238",2,"binoculars.pict",NA,NA,"new","test",118,1149,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2649,614328,"1"
"239",2,"basketball.pict",NA,NA,"new","test",119,932,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2432,616977,"1"
"240",2,"bride.pict",NA,NA,"new","test",120,1241,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2741,619409,"1"
"241",3,"basket.pict","PENDULUM","Low",NA,"study",1,777,"original",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2277,0,"1"
"242",3,"stereo.pict","CRUMB","Low",NA,"study",2,788,"original","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,2288,2277,"1"
"243",3,"watermelon.pict","VALLEY","High",NA,"study",3,625,"original","Low","Low","Low",NA,-1.5,"Low2",NA,NA,NA,NA,NA,2125,4565,"1"
"244",3,"flower.pict","LIBRARY","High",NA,"study",4,513,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2013,6690,"1"
"245",3,"pineapple.pict","MORNING","High",NA,"study",5,508,"original","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2008,8703,"1"
"246",3,"earth.pict","SQUARE","High",NA,"study",6,603,"original","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2103,10711,"1"
"247",3,"baby.pict","FRAME","High",NA,"study",7,541,"original","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2041,12814,"1"
"248",3,"table.pict","VAULT","Low",NA,"study",8,502,"original","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2002,14855,"1"
"249",3,"pot2.pict","HUSBAND","High",NA,"study",9,564,"original","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2064,16857,"1"
"250",3,"pig.pict","PARCEL","Low",NA,"study",10,2999,"original","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,4499,18921,"1"
"251",3,"bottle2.pict","MIXER","Low",NA,"study",11,619,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2119,23420,"1"
"252",3,"briefcase.pict","COURT","High",NA,"study",12,499,"original","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,1999,25539,"1"
"253",3,"elephant.pict","SINGER","Low",NA,"study",13,565,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2065,27538,"1"
"254",3,"umbrella.pict","MOISTURE","Low",NA,"study",14,526,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2026,29603,"1"
"255",3,"lemon.pict","SHOULDER","High",NA,"study",15,643,"original","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2143,31629,"1"
"256",3,"squash.pict","CHIEF","High",NA,"study",16,1658,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,3158,33772,"1"
"257",3,"stove.pict","STRIPE","Low",NA,"study",17,762,"original","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2262,36930,"1"
"258",3,"calculator.pict","CORNER","High",NA,"study",18,478,"original","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,1978,39192,"1"
"259",3,"corn.pict","KNUCKLE","Low",NA,"study",19,1218,"original","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2718,41170,"1"
"260",3,"piano.pict","COLLEGE","High",NA,"study",20,637,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2137,43888,"1"
"261",3,"drum2.pict","BANKER","Low",NA,"study",21,871,"original","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2371,46025,"1"
"262",3,"duck.pict","MONKEY","Low",NA,"study",22,514,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2014,48396,"1"
"263",3,"camera.pict","FAMILY","High",NA,"study",23,611,"original","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2111,50410,"1"
"264",3,"lighthouse.pict","TWEED","Low",NA,"study",24,726,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2226,52521,"1"
"265",3,"salad.pict","MUSIC","High",NA,"study",25,514,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2014,54747,"1"
"266",3,"gloves.pict","BEVERAGE","Low",NA,"study",26,583,"original","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2083,56761,"1"
"267",3,"scissors.pict","RACKET","Low",NA,"study",27,594,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2094,58844,"1"
"268",3,"grill.pict","MORPHINE","Low",NA,"study",28,856,"original","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2356,60938,"1"
"269",3,"accordion.pict","BAYONET","Low",NA,"study",29,674,"original","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2174,63294,"1"
"270",3,"owl.pict","SCHOOL","High",NA,"study",30,703,"original","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2203,65468,"1"
"271",3,"violin.pict","POSTER","Low",NA,"study",31,1292,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2792,67671,"1"
"272",3,"keyboard.pict","SPIKE","Low",NA,"study",32,792,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2292,70463,"1"
"273",3,"tomato.pict","POISON","Low",NA,"study",33,802,"original","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2302,72755,"1"
"274",3,"cheese.pict","WHEEL","High",NA,"study",34,663,"original","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2163,75057,"1"
"275",3,"flag4.pict","PAPER","High",NA,"study",35,625,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2125,77220,"1"
"276",3,"strawberry2.pict","RECORD","High",NA,"study",36,565,"original","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2065,79345,"1"
"277",3,"iron.pict","HOTEL","High",NA,"study",37,830,"original","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2330,81410,"1"
"278",3,"pencil.pict","CHILDREN","High",NA,"study",38,711,"original","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2211,83740,"1"
"279",3,"balloons.pict","CROWD","High",NA,"study",39,675,"original","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2175,85951,"1"
"280",3,"pepper.pict","STEEPLE","Low",NA,"study",40,955,"original","High","High","High","High",3.5,"High4",NA,NA,NA,NA,NA,2455,88126,"1"
"281",3,"duck.pict",NA,"Low","old","test",41,1824,"original","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,3324,390581,"1"
"282",3,"car.pict",NA,NA,"new","test",42,1392,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2892,393905,"1"
"283",3,"accordion.pict",NA,"Low","old","test",43,1200,"original","Low","Low","Low","Low",-2.5,"Low3","REM",1,0,0,1,2700,396797,"1"
"284",3,"cat.pict",NA,NA,"new","test",44,1552,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3052,399497,"1"
"285",3,"camera.pict",NA,"High","old","test",45,1497,"original","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2997,402549,"1"
"286",3,"skates.pict",NA,NA,"new","test",46,861,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2361,405546,"1"
"287",3,"pineapple.pict",NA,"High","old","test",47,686,"original","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2186,407907,"1"
"288",3,"scissors.pict",NA,"Low","old","test",48,1023,"original","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2523,410093,"1"
"289",3,"raspberry.pict",NA,NA,"new","test",49,962,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2462,412616,"1"
"290",3,"sock.pict",NA,NA,"new","test",50,962,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2462,415078,"1"
"291",3,"pepper.pict",NA,"Low","old","test",51,1275,"original","High","High","High","High",3.5,"High4","FAM",0,1,0,1,2775,417540,"1"
"292",3,"drum2.pict",NA,"Low","old","test",52,2308,"original","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,3808,420315,"1"
"293",3,"mushroom.pict",NA,NA,"new","test",53,938,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2438,424123,"1"
"294",3,"squash.pict",NA,"High","old","test",54,1397,"original","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,2897,426561,"1"
"295",3,"keyboard.pict",NA,"Low","old","test",55,1458,"original","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2958,429458,"1"
"296",3,"bike.pict",NA,NA,"new","test",56,753,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2253,432416,"1"
"297",3,"chair2.pict",NA,NA,"new","test",57,685,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2185,434669,"1"
"298",3,"dog.pict",NA,NA,"new","test",58,800,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2300,436854,"1"
"299",3,"tiger.pict",NA,NA,"new","test",59,767,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2267,439154,"1"
"300",3,"pencil.pict",NA,"High","old","test",60,1603,"original","High","High","High","High",3.5,"High4","REM",1,0,0,1,3103,441421,"1"
"301",3,"pumpkins.pict",NA,NA,"new","test",61,784,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2284,444524,"1"
"302",3,"bacon.pict",NA,NA,"new","test",62,750,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2250,446808,"1"
"303",3,"binoculars.pict",NA,NA,"new","test",63,705,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2205,449058,"1"
"304",3,"guitar.pict",NA,NA,"new","test",64,1492,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,2992,451263,"1"
"305",3,"briefcase.pict",NA,"High","old","test",65,1249,"original","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2749,454255,"1"
"306",3,"grill.pict",NA,"Low","old","test",66,1332,"original","Low","Low","Low","High",-1.5,"Low2","NEW",0,0,1,0,2832,457004,"1"
"307",3,"table.pict",NA,"Low","old","test",67,1187,"original","High","High","High","High",3.5,"High4","FAM",0,1,0,1,2687,459836,"1"
"308",3,"elephant.pict",NA,"Low","old","test",68,1069,"original","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2569,462523,"1"
"309",3,"computer.pict",NA,NA,"new","test",69,752,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2252,465092,"1"
"310",3,"strawberry2.pict",NA,"High","old","test",70,1079,"original","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,2579,467344,"1"
"311",3,"cup.pict",NA,NA,"new","test",71,818,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2318,469923,"1"
"312",3,"cow.pict",NA,NA,"new","test",72,647,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2147,472241,"1"
"313",3,"stereo.pict",NA,"Low","old","test",73,1131,"original","Low","Low",NA,NA,-0.5,"Low1","FAM",0,1,0,1,2631,474388,"1"
"314",3,"balloons.pict",NA,"High","old","test",74,1105,"original","High","High","High","High",3.5,"High4","NEW",0,0,1,0,2605,477019,"1"
"315",3,"basket.pict",NA,"Low","old","test",75,831,"original",NA,NA,NA,NA,NA,NA,"NEW",0,0,1,0,2331,479624,"1"
"316",3,"muffin.pict",NA,NA,"new","test",76,772,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2272,481955,"1"
"317",3,"lemon.pict",NA,"High","old","test",77,1146,"original","Low","Low","Low","High",-1.5,"Low2","FAM",0,1,0,1,2646,484227,"1"
"318",3,"dice.pict",NA,NA,"new","test",78,750,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2250,486873,"1"
"319",3,"violin.pict",NA,"Low","old","test",79,1240,"original","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2740,489123,"1"
"320",3,"boots.pict",NA,NA,"new","test",80,724,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2224,491863,"1"
"321",3,"lighthouse.pict",NA,"Low","old","test",81,1062,"original","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,2562,494087,"1"
"322",3,"cheese.pict",NA,"High","old","test",82,916,"original","Low","Low","Low","Low",-2.5,"Low3","REM",1,0,0,1,2416,496649,"1"
"323",3,"knife.pict",NA,NA,"new","test",83,997,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2497,499065,"1"
"324",3,"owl.pict",NA,"High","old","test",84,1593,"original","Low","Low","Low","Low",-3.5,"Low4","FAM",0,1,0,1,3093,501562,"1"
"325",3,"stethoscope.pict",NA,NA,"new","test",85,854,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2354,504655,"1"
"326",3,"horse.pict",NA,NA,"new","test",86,785,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2285,507009,"1"
"327",3,"grapes.pict",NA,NA,"new","test",87,822,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2322,509294,"1"
"328",3,"bride.pict",NA,NA,"new","test",88,767,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2267,511616,"1"
"329",3,"butterfly.pict",NA,NA,"new","test",89,737,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2237,513883,"1"
"330",3,"piano.pict",NA,"High","old","test",90,1538,"original","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,3038,516120,"1"
"331",3,"iron.pict",NA,"High","old","test",91,1491,"original","High","High","High","High",2.5,"High3","REM",1,0,0,1,2991,519158,"1"
"332",3,"corn.pict",NA,"Low","old","test",92,1026,"original","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2526,522149,"1"
"333",3,"gloves.pict",NA,"Low","old","test",93,1018,"original","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2518,524675,"1"
"334",3,"stove.pict",NA,"Low","old","test",94,910,"original","High","High","High","Low",1.5,"High2","NEW",0,0,1,0,2410,527193,"1"
"335",3,"avocado.pict",NA,NA,"new","test",95,909,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2409,529603,"1"
"336",3,"bowl.pict",NA,NA,"new","test",96,1053,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2553,532012,"1"
"337",3,"basketball.pict",NA,NA,"new","test",97,869,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2369,534565,"1"
"338",3,"sheep.pict",NA,NA,"new","test",98,1350,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2850,536934,"1"
"339",3,"zebra.pict",NA,NA,"new","test",99,701,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2201,539784,"1"
"340",3,"flag4.pict",NA,"High","old","test",100,1282,"original","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2782,541985,"1"
"341",3,"pig.pict",NA,"Low","old","test",101,886,"original","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2386,544767,"1"
"342",3,"pot2.pict",NA,"High","old","test",102,905,"original","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2405,547153,"1"
"343",3,"watermelon.pict",NA,"High","old","test",103,715,"original","Low","Low","Low",NA,-1.5,"Low2","REM",1,0,0,1,2215,549558,"1"
"344",3,"egg.pict",NA,NA,"new","test",104,1153,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2653,551773,"1"
"345",3,"flower.pict",NA,"High","old","test",105,1008,"original","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,2508,554426,"1"
"346",3,"apple.pict",NA,NA,"new","test",106,2072,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3572,556934,"1"
"347",3,"baby.pict",NA,"High","old","test",107,788,"original","High","High","High","High",3.5,"High4","REM",1,0,0,1,2288,560506,"1"
"348",3,"tomato.pict",NA,"Low","old","test",108,782,"original","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2282,562794,"1"
"349",3,"bottle2.pict",NA,"Low","old","test",109,1529,"original","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,3029,565076,"1"
"350",3,"earth.pict",NA,"High","old","test",110,776,"original","High","High","High","High",2.5,"High3","REM",1,0,0,1,2276,568105,"1"
"351",3,"orange.pict",NA,NA,"new","test",111,2577,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,4077,570381,"1"
"352",3,"shoes.pict",NA,NA,"new","test",112,754,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2254,574458,"1"
"353",3,"salad.pict",NA,"High","old","test",113,806,"original","Low","Low","High","Low",-0.5,"Low1","NEW",0,0,1,0,2306,576712,"1"
"354",3,"lion.pict",NA,NA,"new","test",114,592,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2092,579018,"1"
"355",3,"refrigerator.pict",NA,NA,"new","test",115,663,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2163,581110,"1"
"356",3,"umbrella.pict",NA,"Low","old","test",116,960,"original","Low","Low","High","Low",-0.5,"Low1","NEW",0,0,1,0,2460,583273,"1"
"357",3,"spoon.pict",NA,NA,"new","test",117,663,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2163,585733,"1"
"358",3,"cannon.pict",NA,NA,"new","test",118,867,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2367,587896,"1"
"359",3,"calculator.pict",NA,"High","old","test",119,1795,"original","Low","Low","High","High",-0.5,"Low1","FAM",0,1,0,1,3295,590263,"1"
"360",3,"printer.pict",NA,NA,"new","test",120,717,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2217,593558,"1"
"361",4,"cup.pict","MOISTURE","Low",NA,"study",1,520,"original",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,0,"1"
"362",4,"bike.pict","STATION","High",NA,"study",2,732,"original","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,2232,2020,"1"
"363",4,"shoes.pict","CRUMB","Low",NA,"study",3,442,"original","High","High","Low",NA,0.5,"High1",NA,NA,NA,NA,NA,1942,4252,"1"
"364",4,"violin.pict","HUSBAND","High",NA,"study",4,481,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,1981,6194,"1"
"365",4,"earth.pict","POSTER","Low",NA,"study",5,481,"original","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,1981,8175,"1"
"366",4,"bride.pict","PASTE","Low",NA,"study",6,546,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2046,10156,"1"
"367",4,"pot2.pict","TWEED","Low",NA,"study",7,762,"original","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2262,12202,"1"
"368",4,"spoon.pict","COLLEGE","High",NA,"study",8,471,"original","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,1971,14464,"1"
"369",4,"pineapple.pict","NOZZLE","Low",NA,"study",9,611,"original","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2111,16435,"1"
"370",4,"bacon.pict","SINGER","Low",NA,"study",10,556,"original","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2056,18546,"1"
